filename,keys,requirement
2013 - iTrust.txt,G.D70.3.2.11.3.3,"The HCP has selected a medication prescribed from a pull down list. The HCP provides the dosage in milligrams, the start and end date for the prescription, and any special instructions. The instructions can contain numbers, characters, space and carriage return. The HCP must provide instructions (can neither be empty nor the default form field value), or else they cannot add the prescription. The HCP can add the prescription to the list of medications (UC37)."
2013 - iTrust.txt,G.D70.3.2.11.4.1,The HCP types an invalid medical identification number and is prompted to try again.
2013 - iTrust.txt,G.D70.3.2.11.4.2,The patient chosen is not the desired patient. The health care personnel does not confirm the selection and is prompted to try again.
2013 - iTrust.txt,G.D70.3.2.12.1,"A software tester has a login and password. Similar to an administrator, a software tester is added by directly entering the software tester into the database by an administrator that has access to the database."
2013 - iTrust.txt,G.D70.3.2.12.2,"The software tester authenticates himself or herself in the iTrust Medical Records system (UC2). He or she is then presented with the actual operational profile of the operations of the iTrust Medical Records where the use percentage is the % of total transactions for each particular transaction logging type, broken-down by each of the user types (patient, LHCP, UHCP, admin, tester)."
2013 - iTrust.txt,G.D70.3.2.13.1,An HCP is a registered user of the iTrust Medical Records system (UC2). The iTrust user has authenticated himself or herself in the iTrust Medical Records system(UC3).
2013 - iTrust.txt,G.D70.3.2.13.2,The HCP selects a patient by typing in the MID of the patient [E1]. The HCP can choose to add or remove another registered user as a personal health representative to that patient.
2013 - iTrust.txt,G.D70.3.2.13.4,The health care personnel types an invalid medical identification number and is prompted to try again.
2013 - iTrust.txt,G.D70.3.2.15.1,The administrator has authenticated himself or herself in the iTrust Medical Records system (UC2).
2013 - iTrust.txt,G.D70.3.2.15.2,"An administrator chooses to maintain the standards list for immunizations [S1], diagnoses [S2], allowable drugs [S3], or allowable physical services [S4]."
2013 - iTrust.txt,G.D70.3.2.15.3.1,"The administrator will maintain [add/update] a listing of allowable immunizations that an HCP can use. The administrator will store (1) the CPT code (The CPT code set accurately describes medical, surgical, and diagnostic services and is designed to communicate uniform information about medical services and procedures among physicians, coders, patients, accreditation organizations, and payers for administrative, financial, and analytical purposes. About CPT) [E1] and (2) up to 30 alpha characters giving the name [E1] of the immunization."
2013 - iTrust.txt,G.D70.3.2.15.3.2,"The administrator will maintain a listing of allowable diagnoses that an LHCP can use. The administrator will store (1) the ICD-9CM code (The International Statistical Classification of Diseases and Related Health Problems (most commonly known by the abbreviation ICD) provides codes to classify diseases and a wide variety of signs, symptoms, abnormal findings, complaints, social circumstances and external causes of injury or disease. NHCS Classification of Diseases, Functioning and Disability) for the diagnosis [E1]; (2) a classification that the diagnosis is either chronic/long-term OR short term; and (3) up to 30 alphanumeric characters giving the name [E1] of the diagnosis."
2013 - iTrust.txt,G.D70.3.2.15.3.3,The administrator will maintain [add/update] a listing of allowable drugs that an HCP can use. The administrator will store (1) the National Drug Code (The National Drug Code (NDC) is a universal product identifier used in the United States for drugs intended for human use. National Drug Code Directory)
2013 - iTrust.txt,G.D70.3.2.15.3.4,The administrator will maintain [add/update] a listing of allowable physical services (including laboratory procedures) that an HCP can use. The administrator will store information of a LOINC code (Logical Observation Identifiers Names and Codes (LOINC) is a database and universal standard for identifying medical laboratory observations. LOINC c/o Medical Informatics) [E1] according to Data Format 6.11. The administrator may choose to upload a file containing LOINC code information [S5].
2013 - iTrust.txt,G.D70.3.2.15.3.5,"The administrator selects a file containing LOINC information and chooses to upload it. LOINC data from this file is added to a listing of allowable physical services (including laboratory procedures that an HCP can use). If the file contains more fields than are supported by Data Format 6.11, all fields in Data Format 6.11 will be updated."
2013 - iTrust.txt,G.D70.3.2.15.4,The administrator types an invalid code information and is prompted to try again.
2013 - iTrust.txt,G.D70.3.2.16.1,The LHCP has authenticated himself or herself in the iTrust Medical Records system (UC3).
2013 - iTrust.txt,G.D70.3.2.16.2,"Through the Personal Health Records page, an LHCP chooses a chronic disease and a patient. The data in the database is analyzed according to the risk factors for the disease to determine if the patient exhibits one or more risk factors. Currently available risk factors for chronic diseases are defined for Diabetes (Type 1 and Type2) and Heart Disease. When the chosen patient satisfies the preconditions of the chosen chronic disease [E1], the LHCP is provided with a warning message if that patient exhibits three or more risk factors. The message will display the risk factors that the patients exhibit."
2013 - iTrust.txt,G.D70.3.2.17.1,The HCP has authenticated himself or herself in the iTrust Medical Records system (UC3).
2013 - iTrust.txt,G.D70.3.2.17.2,"An HCP chooses Office Visit Reminders and then to identify chronic patients who need an office visit [S1], older patients who need a flu shot [S2], or any patient who is overdue for an immunization [S3]. The HCP is presented with a listing of patients for whom they are a DLHCP who need care because of satisfying the one of preceding conditions. The presented patient information shall include each patient's name and home phone number so that reminder calls can be made. The list is sorted based on the alphabetical order of the patients' last names, and then first names."
2013 - iTrust.txt,G.D70.3.2.17.3.1,"An alive patient who has not had an office visit for more than one year and who has been diagnosed with diabetes mellitus [is diagnosed with ICD code beginning with 250:http://icd9cm.chrisendres.com/index.php?action=child&recordid=1765 ] asthma [is diagnosed with ICD code beginning with 493:http://icd9cm.chrisendres.com/index.php?action=child&recordid=4700 ], or circulatory-system disease [is diagnosed with an ICD code between 390 and 459 inclusive: http://icd9cm.chrisendres.com/index.php?action=child&recordid=4025 ]."
2013 - iTrust.txt,G.D70.3.2.17.3.2,"An alive patient over 50 years old who has not had a flu shot [CPT codes 90656, 90658, 90660 per http://www_influenza_com/index_cfm_fa=ADDITIONAL_RES_HC_2 during the months Sept - Dec of the last calendar year (or during the months Sept - Dec of the current calendar year if the retrieval time is between Sept - Dec)."
2013 - iTrust.txt,G.D70.3.2.17.3.3,"An alive patient under the age of 19 who has not had proper immunizations per the immunization schedule. The â€œcatch up scheduleâ€ is relevant when the patient did not begin the immunizations according to the recommended schedule. Hepatitis B (90371) three doses: at birth, at age 1 month, at age 6 months; catch up schedule: at least 4 weeks between dose 1 and dose 2 and at least 8 weeks between dose 2 and dose 3. Rotavirus (90681) three doses: at age 6 weeks, at age 4 months, at age 6 months; catch up schedule: at least 4 weeks between dose 1 and dose 2 and at least 4 weeks between dose 2 and dose 3. Diphtheria, Tetanus, Pertussis (90696) six doses: at age 6 weeks, at age 4 months, at age 6 months, at age 15 months, at age 4 years, at age 11 years; catch up schedule: at least 4 weeks between dose 1 and dose 2, at least 4 weeks between dose 2 and dose 3, at least 6 months between doses 3 and 4, at least 6 months between dose 4 and dose 5, at least 5 years between dose 5 and dose 6. Haemophilus influenzae (90645) three doses: at 6 weeks, at age 4 months, at age 12 months; catch up schedule: at least 4 weeks between dose 1 and dose 2 and at least 4 weeks between dose 2 and dose 3 if first dose is administered at younger than 12 months; if first dose is administered between 12 and 14 months, at least 8 weeks between dose 1 and dose 2 and dose three is canceled; if first dose is administered at or after 15 months, only one dose is required. Pneumococcal (90669) four doses: at age 6 weeks, at age 4 months, at age 6 months, at age 12 months; catch up schedule: at least 4 weeks between dose 1 and dose 2 and at least 4 weeks between dose 2 and dose 3 and at least 8 weeks between dose 3 and dose 4 if first dose is administered at younger than 12 months; if first dose is administered between 12 and 14 months, at least 8 weeks between dose 1 and dose 2 and dose three is canceled; if first dose is administered at or after 15 months, only one dose is required. Poliovirus (90712) four doses: at age 6 weeks, at age 4 months, at age 6 months, 4 years; catch up schedule: at least 4 weeks between dose 1 and dose 2, at least 4 weeks between dose 2 and dose 3, at least 4 weeks between doses 3 and 4, dose 4 is not required if dose 3 was administered at the age of 4 or older. Measles, Mumps, Rubella (90707) two doses: at age 12 months, at age 4 years; catch up schedule: at least 4 weeks between dose 1 and dose 2. Varicella (90396) two doses: at age 12 months, at age 4 years; catch up schedule: at least 3 months between dose 1 and dose 2. Hepatitis A (90633) two doses: at age 12 months; at age 18 months: catch up schedule: at least 6 months between dose 1 and dose 2. Human Papillomavirus (90649) Female only, three doses; at age 9 years; at age 9 years + 2 months; at age 9 years + 6 months; catch up schedule: at least two months between dose 1 and dose 2; at least four months between dose 2 and dose 3."
2013 - iTrust.txt,G.D70.3.2.18.1,The administrator has authenticated himself or herself in the iTrust Medical Records system (UC3).
2013 - iTrust.txt,G.D70.3.2.18.2,"An administrator chooses to maintain the hospital listing [S1].(Note: A personnel may be assigned to more than one (UC 2, S1).)"
2013 - iTrust.txt,G.D70.3.2.18.3.1,The administrator will store (1) hospital Id number for the hospital [E1]; and (2) up to 30 alphanumeric characters giving the name of the hospital.
2013 - iTrust.txt,G.D70.3.2.18.3.2,"The system shall enable the administrator to add a new entry for a hospital, or modify the hospital name in an existing entry. Note that the administrator is not allowed through the system interface to delete an existing entry or modify the hospital ID number in an existing entry."
2013 - iTrust.txt,G.D70.3.2.18.4.1,The administrator types an invalid hospital ID and is prompted to try again.
2013 - iTrust.txt,G.D70.3.2.18.4.2,The administrator types an invalid hospital name and is prompted to try again.
2013 - iTrust.txt,G.D70.3.2.19.1,The iTrust user has authenticated himself or herself in the iTrust Medical Records system (UC3).
2013 - iTrust.txt,G.D70.3.2.19.2,"A patient or personal health representative [S1] or LHCP [S2] chooses to view prescription reports. If the LHCP is not one of the patient's DLHCP or the UAP associated with one of their DLHCP, a message is sent to the patient and their personal representative [S4]."
2013 - iTrust.txt,G.D70.3.2.19.3.1,"The user (patient or personal health representative) can choose to view a list of their own prescriptions or  the prescriptions for whom the user is a person health representative by choosing one patient from a a list of these patients. A prescription list is then displayed [S3], sorted by start date (the later date is ranked earlier)."
2013 - iTrust.txt,G.D70.3.2.19.3.2,"The user (LHCP) selects a patient from the list of requested reports. At this point, the LHCP can view a prescription list for that patient [S3], sorted by start date (the later date is ranked earlier)."
2013 - iTrust.txt,G.D70.3.2.19.3.3,"The prescription report is titled with the patient name. The prescription list includes medication, date prescribed, start date, end date for each prescription, and the name of the doctor who prescribed the medication."
2013 - iTrust.txt,G.D70.3.2.19.4.1,The LHCP types an invalid medical identification number and is prompted to try again.
2013 - iTrust.txt,G.D70.3.2.19.4.2,The patient chosen is not the desired patient. The LHCP does not confirm the selection and is prompted to try again.
2013 - iTrust.txt,G.D70.3.2.21.1,The iTrust user (LHCP or ER) has authenticated himself or herself in the iTrust Medical Records system (UC3).
2013 - iTrust.txt,G.D70.3.2.21.2,"A LHCP or ER chooses to view an emergency report and provides an MID [S1]. At this point, the LHCP obtains a printable report [meaning you should minimize the space taken up to provide the information] containing vital information for the patient: â€¢"
2013 - iTrust.txt,G.D70.3.2.21.3,The LHCP or ER enters a MID [E1] and confirms the input [E2].
2013 - iTrust.txt,G.D70.3.2.21.4.1,The LHCP types an invalid medical identification number and is prompted to try again.
2013 - iTrust.txt,G.D70.3.2.21.4.2,The patient chosen is not the desired patient. The LHCP or ER does not confirm the selection and is prompted to try again.
2013 - iTrust.txt,G.D70.3.2.22.1,"The iTrust user (patient, LHCP) or administrator has authenticated himself or herself in the iTrust Medical Records system (UC3),(UC2)."
2013 - iTrust.txt,G.D70.3.2.22.2,An administrator can manage a standardized list of appointment types [S1]. An LHCP can schedule an appointment with a patient [S2]. A patient can request to schedule an appointment with an LHCP [S3]. Both patients and LHCPs can view a list of their upcoming appointments [S4]. An LHCP can view a list of their upcoming appointment requests [S5]. LHCPâ€™s can edit or delete future appointments [S6]. The LHCP is notified if a new or edited appointment time conflicts with another existing appointment [S7].
2013 - iTrust.txt,G.D70.3.2.22.3.1,"The system shall enable the administrator to (1) add a new entry for an appointment type, including its type name with up to 30 alpha characters and duration in the unit of minutes [E1], and (2) modify the duration in an existing entry [E1]. A new entry shall not have the same type name as that of any existing entry [E1]. Note that the administrator is not allowed through the system interface to delete an existing entry or modify the appointment type name in an existing entry."
2013 - iTrust.txt,G.D70.3.2.22.3.2,"The LHCP chooses to schedule an appointment with a patient (it is assumed that the LHCP and patient have already worked out the details of the appointment in person or via telephone outside of the system). The LHCP enters the patient MID [E4], selects the type of appointment from a pull-down menu of the existing appointment types, enter the appointment date and start time (only a date/time equal or after the current date/time is allowed)[E3] (the user interface shall provide both the option of typing in a specific date in the date format and the option of selecting a date from a calendar for the current month), enter comment (optional) up to 1000 characters such as reason for the appointment [E1]."
2013 - iTrust.txt,G.D70.3.2.22.3.3,"The Patient chooses to request an appointment with an LHCP. The patient selects an LHCP from his or her provider list. The patient selects the type of appointment from a pull-down menu of the existing appointment types, enter the appointment date and start time (only a date/time equal or after the current date/time is allowed)[E3]. If the requested appointment time does not conflict with any existing appointment for the LHCP, the request is saved. If the requested appointment time does conflict with an existing appointments, the patient is presented with a list of the three next non-overlapping available appointment times within 7 days of the requested date. The patient selects one of these appointments and the request is saved."
2013 - iTrust.txt,G.D70.3.2.22.3.4,"A user (an LHCP or patient) wishes to view a list of his or her upcoming appointments (i.e., a list including appointments whose appointment date and start time is equal or later than the current date/time). The user chooses to open his or her upcoming appointment list. Each row in the list includes the appointment type, appointment date and start time, duration, and the name of either the patient (only for the user being an LHCP) or the LHCP (only for the user being a patient). The appointments in the list shall be ordered by appointment date and start time, the soonest upcoming first. The row for each conflicting appointment is highlighted in bold (a conflicting appointment is one that has overlap in its appointment duration period with that of at least another appointment of the same user). When viewing the calendar, the user selects an appointment from the list to read comment by clicking the â€œRead Commentâ€ link beside the row for the appointment, and then the comment for the appointment shall be displayed in a new page [E2]."
2013 - iTrust.txt,G.D70.3.2.22.3.5,"An LHCP views a list of pending appointment requests. Each appointment request is listed as being pending, approved, or rejected. The LHCP is presented with an option to approve or reject each pending appointment request. When the LHCP approves or rejects an appointment request, a message is sent to the Patient indicating the requests's status. When the date of an appointment request has passed, it is no longer displayed."
2013 - iTrust.txt,G.D70.3.2.22.3.6,"When an LHCP views a list of his or her upcoming appointments, they are presented with an option to edit or remove the appointment. The LHCP is unable to edit or remove any past appointments. [E3]"
2013 - iTrust.txt,G.D70.3.2.22.3.7,"When an LHCP adds a new appointment [S2] or edits the date or time of an existing appointment [S4], the LHCP is notified of any existing appointments that occur during the same time. The LHCP is presented with a list of other appointments that conflict with the new one. The LHCP may choose to override this warning and confirm the date and time or may cancel and return to referring page."
2013 - iTrust.txt,G.D70.3.2.22.5,The user inputs invalid information and is prompted to try again.
2013 - iTrust.txt,G.D70.3.2.22.6,The comment is empty and the text â€œNo Commentâ€ (without link) is displayed instead of the â€œRead Commentâ€ link.
2013 - iTrust.txt,G.D70.3.2.22.7,"The date for the appointment is in the past, an error message is displayed and the appointment is not edited."
2013 - iTrust.txt,G.D70.3.2.22.8,The user inputs the MID of a patient who is deceased and is prompted to try again.
2013 - iTrust.txt,G.D70.3.2.23.1,An LHCP has authenticated him or herself in the iTrust Medical Records system (UC3).
2013 - iTrust.txt,G.D70.3.2.23.2,The LHCP requests a comprehensive patient report for a particular patient [S1]. The LHCP is able to view the comprehensive patient report [S3] from a list of his/her requests.
2013 - iTrust.txt,G.D70.3.2.23.3.1,The LHCP enters a patient medical identification number (MID) [E1] and confirms his/her input [E2].
2013 - iTrust.txt,G.D70.3.2.23.3.2,"The LHCP can view of the comprehensive patient report for the specified patient, including the information below."
2013 - iTrust.txt,G.D70.3.2.23.4.1,The LHCP types an invalid MID and is prompted to try again.
2013 - iTrust.txt,G.D70.3.2.23.4.2,The chosen patient is not the desired patient. The LHCP does not confirm the selection and can try again.
2013 - iTrust.txt,G.D70.3.2.24.1,The iTrust user (patient) has authenticated himself or herself in the iTrust Medical Records system (UC3).
2013 - iTrust.txt,G.D70.3.2.24.2,"A patient or personal health representative can answer any of the following questions relative to a previous (in UC9, S1) office visit according to Data Format 6.13. How many minutes did you wait in the waiting room? How many minutes did you wait in the examination room before seeing your physician? How satisfied were you with your office visit? How satisfied were you with the treatment or information you received? The answers to the survey are stored."
2013 - iTrust.txt,G.D70.3.2.25.1,The iTrust user has authenticated himself or herself in the iTrust Medical Records system(UC3).
2013 - iTrust.txt,G.D70.3.2.25.2,"A user chooses to view physician satisfaction survey results. The user provides a zip code [E1] or a hospital code and an (optional) physician type (from a pull-down list: see data format 6.2 - general, surgeon, heart specialist, pediatrician, OB/GYN). The patient is provided with the following for each physician of that type that practices in a zip code (based upon the address/zipcode provided in UC2) that match the first three digits of the provided zip code: â€¢"
2013 - iTrust.txt,G.D70.3.2.25.4,The input is not a valid zip code (see Data Format 6.2). The user is asked to try again.
2013 - iTrust.txt,G.D70.3.2.26.1,"The iTrust user (Lab Technician, patient, or HCP) has been authenticated in the iTrust Medical Records system (UC3)."
2013 - iTrust.txt,G.D70.3.2.26.2,An HCP can create a lab procedure for a given office visit [S1]. An HCP can view a previously created lab procedure for a given office visit [S2]. An HCP can reassign a previously created lab procedure [S3]. An HCP can remove a previously created lab procedure [S4]. An HCP can add commentary to a pending lab procedure and update the lab procedure status to completed [S5]. A patient may view his or her own lab procedure results [S6]. A Lab Technician can view his or her priority queue of lab procedures [S7]. A Lab Technician can record the results of a lab procedure [S8]. A Lab Technician can update the status of a lab procedure as received [S9]. All events are logged (UC5).
2013 - iTrust.txt,G.D70.3.2.26.3.1,"An HCP can create a lab procedure for a given office visit. The HCP selects a procedure code, a priority from 1 to 3 (1=most important, 3=not as important), and Lab Technician (listed with his/her specialty and the number of pending lab procedures in his/her priority queue, grouped by priority). The HCP saves the new lab procedure, or cancels the lab procedure creation [E1], [E2]. The status of the lab procedure is marked as in transit."
2013 - iTrust.txt,G.D70.3.2.26.3.2,"An HCP can view a previously created lab procedure for a given office visit. The HCP can view patient name, lab procedure code, current lab procedure status, timestamp, and Lab Technician name."
2013 - iTrust.txt,G.D70.3.2.26.3.3,"An HCP can reassign a previously created lab procedure to a different Lab Technician if the lab procedure is not yet in the testing state. The HCP selects a different Lab Technician from the list of available Lab Technicians (displayed with Lab Technician specialty and the number of pending lab procedures in his/her priority queue, grouped by priority). The HCP confirms the reassignment, or cancels the reassignment [E2]."
2013 - iTrust.txt,G.D70.3.2.26.3.4,An HCP can remove a previously created lab procedure for a given office visit. The HCP can choose to remove the lab procedure as long as the status is either in transit or received. The HCP is prompted to confirm that he/she wishes to remove the lab procedure.
2013 - iTrust.txt,G.D70.3.2.26.3.5,"An HCP can add commentary to a pending lab procedure [E3]. The HCP enters a comment for a lab procedure with status as pending. Upon entering a comment, the lab procedure status is updated to completed."
2013 - iTrust.txt,G.D70.3.2.26.3.6,"A patient may view his or her own lab procedure. On the associated office visit page, the patient can see the current status of the lab procedure, the HCP name, and the timestamp. If the lab procedure status is marked as completed, the patient can see the results and the HCP-provided comments."
2013 - iTrust.txt,G.D70.3.2.26.3.7,"A Lab Technician can view his or her assigned lab procedures. The Lab Technician sees a list of all lab procedures assigned to him/her that have a status of received, followed by a list of lab procedures that remain in transit. The list of received lab procedures is sorted by priority (from most important to least important), with a secondary sort by timestamp (oldest to newest). The first lab procedure in the received list is marked with a status of testing, and all other lab procedures have a status of received. The list of in transit lab procedures is sorted by timestamp, from oldest to most recent. In both lists, the Lab Technician is provided the lab procedure ID, lab procedure code, status, priority, HCP name, and timestamp."
2013 - iTrust.txt,G.D70.3.2.26.3.8,"A Lab Technician can record the results of a lab procedure [E3]. The Lab Technician enters the lab procedure numerical result and confidence interval for the lab procedure with the status of testing. Upon recording the results of the lab procedure, the status is updated to pending."
2013 - iTrust.txt,G.D70.3.2.26.3.9,"A Lab Technician can update the status of a lab procedure to received. In the list of in transit lab procedures [S7], the Lab Technician can update the status to received when the sample has been received in his/her lab."
2013 - iTrust.txt,G.D70.3.2.26.4.1,The lab procedure code is not the intended lab procedure code. The HCP selects a different procedure code.
2013 - iTrust.txt,G.D70.3.2.26.4.2,The selected Lab Technician is not the intended Lab Technician. The HCP selects a different Lab Technician.
2013 - iTrust.txt,G.D70.3.2.26.4.3,The information provided is invalid. The user is prompted to try again.
2013 - iTrust.txt,G.D70.3.2.27.1,An event requiring an email alert has occurred.
2013 - iTrust.txt,G.D70.3.2.27.2,"An email alert is sent out to the iTrust user in the event of a changed password [S1], status change in laboratory procedure [S2], comprehensive report requested and generated. Note to students: the iTrust system does NOT currently support actual email sending, only a â€œfakeâ€ email sending facility. All email notifications should be executed through the fake email utility."
2013 - iTrust.txt,G.D70.3.2.27.3.1,"The user has successfully changed his/her password (UC3, S2). An email informing the user of the password change is sent to the user including the MID but not the password."
2013 - iTrust.txt,G.D70.3.2.27.3.2,"The status of a laboratory procedure has been updated (UC26, S3). The patient is notified with the following information: the LOINC number and the updated status."
2013 - iTrust.txt,G.D70.3.2.28.1,The iTrust user (LCHP) has been authenticated in the iTrust Medical Records system (UC3).
2013 - iTrust.txt,G.D70.3.2.28.2,"The LHCP chooses to view all patients with which he or she has ever had an office visit with. The patientâ€™s name (clickable to view PHR), address, and date of last office visit. The list is sorted by the date of the last office visit (most recent first)."
2013 - iTrust.txt,G.D70.3.2.29.1,The iTrust user (patient) has been authenticated in the iTrust Medical Records system (UC3).
2013 - iTrust.txt,G.D70.3.2.29.2,"A patient has just been diagnosed with a condition and wants to find the LHCPs in the area who have handled that condition. The patient chooses 'My Diagnosesâ€ and is presented with a listing of all their own diagnoses, sorted by diagnosis date (more recent first). The patient can select a diagnosis and will be presented with the LHCPs in the patient's living area (based upon the first three numbers of their zip code) who have handled this diagnosis in the last three years. The list is ranked by the quantity of patients the LHCP has treated for that diagnosis (each patient is only counted once regardless of the number of office visits). For each LHCP, the following information is displayed: â€¢"
2013 - iTrust.txt,G.D70.3.2.30.1,The iTrust user (LHCP or patient) has been authenticated in the iTrust Medical Records system (UC3).
2013 - iTrust.txt,G.D70.3.2.30.2,"An LHCP wants to send a message to a patient and/or that patient's personal representative [S2] or a patient or personal representative wants to send a message to one of their DLHCP or that of a person they are representing [S1]. LHCPs and patients/representatives may reply to messages [S3, S4]. An LHCP or patient/representative may view a message [S5]. An LHCP or patient/representative can sort his or her message inbox and message outbox [S6]. An LHCP or patient/representative can modify and save his/her message displaying filter [S7] or view his/her message inbox [S5] including only the messages satisfying the specified filtering criteria in the saved filter."
2013 - iTrust.txt,G.D70.3.2.30.3.1,"An LHCP or patient/representative can modify and save his/her message displaying filter [S7] or view his/her message inbox [S5] including only the messages satisfying the specified filtering criteria in the saved filter. The patient/representative is presented with a pull down menu of his/her DLHCP. The patient/representative chooses one of these DLHCP and types the subject (up to 100 characters) and text of a message (up to 1000 characters), and clicks the send button. A row for showing the message subject, the name of the recipient, and the timestamp (which includes both date and time) is then visible in the patient/representativeâ€™s message outbox. A bolded row for showing the message subject, the name of sender, and the timestamp is then visible in the LHCP's message inbox. A fake email is sent to the LHCP alerting the user that a new message has arrived. After a message is sent, the patient or personal representative is directed to his/her message outbox."
2013 - iTrust.txt,G.D70.3.2.30.3.2,"An LHCP chooses to send a message to a patient/representative (no multiple recipients allowed in a single message). The LHCP enters and confirms the patient/representative's MID [E1, E2]. The LHCP types the subject (up to 100 characters) and the text of a message (up to 1000 characters), and clicks the send button. A row for showing the message subject, the name of the recipient, and the timestamp is then visible in the LHCPâ€™s message outbox. A bolded row for showing the message subject, the name of the sender, and the timestamp is then visible in the patient/representativeâ€™s message inbox, and a fake email is sent to the patient/representative that indicates that he/she has a new message from an LHCP. After a message is sent, the LHCP is directed to to his/her message outbox."
2013 - iTrust.txt,G.D70.3.2.30.3.3,"A patient or patient representative wishes to reply to a message. The patient/representative views his or her message inbox. The patient/representative opens the message to which he or she wishes to reply [S5], and then clicks the reply link above the message text. The patient/representative enters the text of the response message (up to 1000 characters) he or she wishes to send, then clicks the send button. A row for showing the message subject (now preceded by â€œRE:â€), the name of the recipient, and the timestamp is then visible in the patient/representativeâ€™s message outbox. A bolded row for showing the message subject (now preceded by â€œRE:â€), the name of the sender, and timestamp is then visible in the LHCPâ€™s message inbox. A fake email is sent to the LHCP alerting the LHCP that a new message reply has arrived."
2013 - iTrust.txt,G.D70.3.2.30.3.4,"An LHCP wishes to reply to a message. The LHCP views his or her message inbox. The LHCP opens the message to which he or she wishes to reply [S5], and then clicks the reply link above the message text. The LHCP enters the text of the response message (up to 1000 characters) he or she wishes to send, then clicks the send button. A row for showing the message subject (now preceded by â€œRE:â€), the name of the recipient, and the timestamp are then visible in the LHCPâ€™s message outbox. A bolded row for showing the message subject (now preceded by â€œRE:â€), the name of sender, and timestamp are then visible in the patient/representativeâ€™s message inbox. A fake email is sent to the patient/representative alerting the patient/representative that a new message reply has arrived."
2013 - iTrust.txt,G.D70.3.2.30.3.5,"A user (a patient, patient representative, or LHCP) wishes to read a message from the message inbox or outbox. The user chooses to open his or her message inbox/outbox. Each row in the message inbox/outbox includes the message subject, the name of either the sender (only for the case of inbox) or recipient (only for the case of outbox), and timestamp. By default, the messages in the message inbox/outbox should be ordered by timestamp, the most recent first. Each row for an unread message in the message inbox is bolded. The user selects a message from the message inbox/outbox to read by clicking the â€œReadâ€ link beside the row for the message, and then the message subject, the name of the sender, the name of the the recipient, timestamp, and the message text shall be displayed in a new page. After a message in the message inbox is read (i.e., displayed in a new page), the row for the message in the message inbox is not bolded anymore."
2013 - iTrust.txt,G.D70.3.2.30.3.6,"A user (a patient, patient representative, or LHCP) can sort messages in his or her message inbox by either the sender's last name or timestamp (but not both) in either ascending or descending order (where timestamps in descending order would have the most recent first). A user can sort messages in his or her message outbox by the recipient's last name or timestamp (but not both) in either ascending or descending order. To do so, a user selects one option out of the â€œSort byâ€ labeled drop-down box (with options of â€œSender/Recipientâ€ or â€œTimestampâ€) and selects one option out of the â€œby order ofâ€ labeled drop-down box (with options of â€œascendingâ€ or â€œdescendingâ€), and then click the â€œSortâ€ button. Note that the sorted order is not saved for later viewing after the message inbox or outbox is reopened again (where the default sorting is always used)."
2013 - iTrust.txt,G.D70.3.2.30.3.7,"A user (an LHCP or patient/representative) can modify his/her message displaying filter by modifying the following filtering criteria: (1) the sender (i.e., the sender's name is exactly the same as the specified string). (2) the subject (i.e., the subject is exactly the same as the specified string). (3) has the words (i.e., the subject or the message body has the specified substring). (4) doesn't have specified words (i.e., neither the subject nor the message body has the specified substring). (5) time stamp falling into the period defined by the starting date and ending date (inclusive) (the user interface shall provide both the option of typing in a specific date in the date format and the option of selecting a date from a calendar for the current month). Note that a single filter includes values for these five filtering criteria (rather than five filters for these five filtering criteria) and a value could be an empty string, indicating that this criterion has no impact on filtering (i.e., imposing no constraints related to this criterion). The user interface shall be initially populated with the values of the filtering criteria from the previously saved filter. After the user modifies the criteria, the user chooses to click the â€œCancelâ€ button to cancel the modifications of the filter (i.e., repopulate the user interface with the values of the filtering criteria from the previously saved filter), to click the â€œTest Searchâ€ button to search (i.e., displaying the message inbox [S5] including only the messages satisfying the specified filtering criteria), or to click the â€œSaveâ€ button to save the modified filter. Each user is associated with only one filter (being saved across login sessions) and applies only this saved filter. The user's associated filter initially has all empty inputs for the filtering criteria before the user modifies it."
2013 - iTrust.txt,G.D70.3.2.30.4.1,The HCP types an invalid medical identification number and is prompted to try again.
2013 - iTrust.txt,G.D70.3.2.30.4.2,The patient chosen is not the desired patient. The HCP does not confirm the selection and is prompted to try again.
2013 - iTrust.txt,G.D70.3.2.31.1,The iTrust user (patient) has been authenticated in the iTrust Medical Records system (UC3).
2013 - iTrust.txt,G.D70.3.2.31.2,"A patient wants to renew the patient's expired prescriptions (i.e., prescriptions' end dates are earlier than the current date) and therefore wants to find the LHCPs who earlier wrote the patient's expired prescriptions (it is assumed that the doctors who wrote prescriptions are all LHCPs so no LHCP checks on the prescription-writing doctors are needed). The patient chooses â€œMy Expired Prescription Reportsâ€ and is presented with a list of the patient's expired prescriptions [S1], sorted by start date (the later date is ranked earlier closer to the top). The patient can select to view contact information of a selected LHCP shown in the expired prescription list [S2]."
2013 - iTrust.txt,G.D70.3.2.31.3.1,"The expired prescription report list is titled with the patient name. The expired prescription list includes medication, date prescribed (i.e., the day of the office visit), start date, end date for each prescription, and the name of the LHCP who prescribed the medication (where the name of the LHCP is linked to contact information for that LHCP). If there are no expired prescriptions, an empty expired prescription list is presented."
